App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Android Ver
stranger chat - anonymous chat,DATING,3.5,13204,6.1M,"1,000,000+",Free,0,Mature 17+,Dating,4.1 and up
Couch to 5K by RunDouble,HEALTH_AND_FITNESS,4.7,15674,6.1M,"1,000,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Learn English with Aco,EDUCATION,4.6,75112,6.5M,"1,000,000+",Free,0,Everyone,Education,4.1 and up
Pedometer - Step Counter Free & Calorie Burner,HEALTH_AND_FITNESS,4.8,31139,6.9M,"1,000,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Looper!,GAME,4.6,48256,62M,"1,000,000+",Free,0,Everyone,Puzzle,4.1 and up
All Email Providers,COMMUNICATION,4.1,20901,7.3M,"1,000,000+",Free,0,Everyone,Communication,4.1 and up
"ezETC (ETC balance inquiry, meter trial, real-time traffic)",AUTO_AND_VEHICLES,4.3,38846,8.6M,"1,000,000+",Free,0,Everyone,Auto & Vehicles,4.1 and up
Mad Skills BMX 2,GAME,4.5,29940,80M,"1,000,000+",Free,0,Everyone,Action,4.1 and up
Memorado - Brain Games,EDUCATION,4.4,56897,97M,"1,000,000+",Free,0,Everyone,Education;Brain Games,4.1 and up
Gods by Night,DATING,NaN,104,12M,"1,000+",Free,0,Mature 17+,Dating,4.1 and up
MeAuDote - An act of love that saves a life,EVENTS,NaN,250,23M,"1,000+",Free,0,Everyone,Events,4.1 and up
Fuzzy Numbers: Pre-K Number Foundation,EDUCATION,4.7,21,44M,"1,000+",Paid,$5.99,Everyone,Education;Education,4.1 and up
Arab Halls - For Wedding & Events,EVENTS,4.8,28,6.3M,"1,000+",Free,0,Everyone,Events,4.1 and up
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11M,"10,000,000+",Free,0,Mature 17+,Dating,4.1 and up
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,11M,"10,000,000+",Free,0,Mature 17+,Dating,4.1 and up
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,11M,"10,000,000+",Free,0,Teen,Entertainment,4.1 and up
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296829,11M,"10,000,000+",Free,0,Teen,Entertainment,4.1 and up
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,11M,"10,000,000+",Free,0,Teen,Entertainment,4.1 and up
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12M,"10,000,000+",Free,0,Teen,Entertainment,4.1 and up
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,12M,"10,000,000+",Free,0,Teen,Entertainment,4.1 and up
No.Draw - Colors by Number 2018,ENTERTAINMENT,4.5,235496,13M,"10,000,000+",Free,0,Everyone,Entertainment;Brain Games,4.1 and up
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14M,"10,000,000+",Free,0,Everyone,Business,4.1 and up
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14M,"10,000,000+",Free,0,Everyone,Business,4.1 and up
OkCupid Dating,DATING,4.1,285726,15M,"10,000,000+",Free,0,Mature 17+,Dating,4.1 and up
OkCupid Dating,DATING,4.1,285726,15M,"10,000,000+",Free,0,Mature 17+,Dating,4.1 and up
Messenger for SMS,COMMUNICATION,4.3,125257,17M,"10,000,000+",Free,0,Teen,Communication,4.1 and up
Google Primer,BUSINESS,4.4,62272,18M,"10,000,000+",Free,0,Everyone,Business,4.1 and up
TED,EDUCATION,4.6,181893,18M,"10,000,000+",Free,0,Everyone 10+,Education,4.1 and up
TED,EDUCATION,4.6,181893,18M,"10,000,000+",Free,0,Everyone 10+,Education,4.1 and up
TED,EDUCATION,4.6,181893,18M,"10,000,000+",Free,0,Everyone 10+,Education,4.1 and up
Tattoo Name On My Photo Editor,ART_AND_DESIGN,4.2,44829,20M,"10,000,000+",Free,0,Teen,Art & Design,4.1 and up
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20M,"10,000,000+",Free,0,Everyone,Communication,4.1 and up
WWE,ENTERTAINMENT,4.5,736864,20M,"10,000,000+",Free,0,Teen,Entertainment,4.1 and up
Period Tracker Clue: Period and Ovulation Tracker,HEALTH_AND_FITNESS,4.8,570242,20M,"10,000,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Hitwe - meet people and chat,DATING,4.2,243950,21M,"10,000,000+",Free,0,Mature 17+,Dating,4.1 and up
Solitaire,GAME,4.7,254258,23M,"10,000,000+",Free,0,Everyone,Card,4.1 and up
"Canva: Poster, banner, card maker & graphic design",ART_AND_DESIGN,4.7,174531,24M,"10,000,000+",Free,0,Everyone,Art & Design,4.1 and up
"Pedometer, Step Counter & Weight Loss Tracker App",HEALTH_AND_FITNESS,4.6,548021,27M,"10,000,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29M,"10,000,000+",Free,0,Everyone,Communication,4.1 and up
Pizza Hut,FOOD_AND_DRINK,4.4,321134,30M,"10,000,000+",Free,0,Everyone,Food & Drink,4.1 and up
ibis Paint X,ART_AND_DESIGN,4.6,224399,31M,"10,000,000+",Free,0,Everyone,Art & Design,4.1 and up
Hello Stars,GAME,4.6,101686,31M,"10,000,000+",Free,0,Everyone,Puzzle,4.1 and up
HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723,32M,"10,000,000+",Free,0,Teen,Entertainment,4.1 and up
İşCep,FINANCE,4.5,381788,32M,"10,000,000+",Free,0,Everyone,Finance,4.1 and up
Zara,LIFESTYLE,4.3,95904,33M,"10,000,000+",Free,0,Everyone,Lifestyle,4.1 and up
Zara,LIFESTYLE,4.3,95905,33M,"10,000,000+",Free,0,Everyone,Lifestyle,4.1 and up
Bank of Brazil,FINANCE,4.5,1336246,39M,"10,000,000+",Free,0,Everyone,Finance,4.1 and up
Diary with lock,LIFESTYLE,4.6,815893,4.4M,"10,000,000+",Free,0,Everyone,Lifestyle,4.1 and up
Rolly Vortex,GAME,4.4,98123,40M,"10,000,000+",Free,0,Teen,Arcade,4.1 and up
Stack Jump,GAME,4.3,118253,40M,"10,000,000+",Free,0,Teen,Arcade,4.1 and up
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1M,"10,000,000+",Free,0,Everyone,Communication,4.1 and up
Cardboard,LIBRARIES_AND_DEMO,4.2,130272,50M,"10,000,000+",Free,0,Everyone,Libraries & Demo,4.1 and up
ClassDojo,EDUCATION,4.4,148550,59M,"10,000,000+",Free,0,Everyone,Education;Education,4.1 and up
ClassDojo,EDUCATION,4.4,148549,59M,"10,000,000+",Free,0,Everyone,Education;Education,4.1 and up
Step Counter - Pedometer Free & Calorie Counter,HEALTH_AND_FITNESS,4.7,117925,7.0M,"10,000,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Oxford Dictionary of English : Free,BOOKS_AND_REFERENCE,4.1,363934,7.1M,"10,000,000+",Free,0,Everyone,Books & Reference,4.1 and up
Color Road,GAME,4.1,84911,71M,"10,000,000+",Free,0,Everyone,Arcade,4.1 and up
Draw In,GAME,4.2,46416,73M,"10,000,000+",Free,0,Everyone,Arcade,4.1 and up
Zombie Catchers,GAME,4.7,990491,75M,"10,000,000+",Free,0,Everyone,Action,4.1 and up
Zombie Catchers,GAME,4.7,990586,75M,"10,000,000+",Free,0,Everyone,Action,4.1 and up
Baseball Boy!,GAME,3.4,148177,78M,"10,000,000+",Free,0,Everyone,Arcade,4.1 and up
Barbie™ Fashion Closet,GAME,4.1,68057,85M,"10,000,000+",Free,0,Everyone,Casual;Creativity,4.1 and up
Hole.io,GAME,4.2,145353,85M,"10,000,000+",Free,0,Teen,Arcade,4.1 and up
Wordscapes,GAME,4.8,230710,87M,"10,000,000+",Free,0,Everyone,Word,4.1 and up
Wordscapes,GAME,4.8,230727,87M,"10,000,000+",Free,0,Everyone,Word,4.1 and up
Wordscapes,GAME,4.8,230727,87M,"10,000,000+",Free,0,Everyone,Word,4.1 and up
Manga Mania - Best online manga reader,COMICS,4.4,757,10M,"10,000+",Free,0,Teen,Comics,4.1 and up
Popsicle Sticks and Similar DIY Craft Ideas,ART_AND_DESIGN,4.2,26,12M,"10,000+",Free,0,Everyone,Art & Design,4.1 and up
Sugar Daddies Dating App,DATING,2.9,53,14M,"10,000+",Free,0,Mature 17+,Dating,4.1 and up
LOBSTR - go on a lunch date,DATING,3.7,101,15M,"10,000+",Free,0,Mature 17+,Dating,4.1 and up
Facial Wrinkle Reduction,BEAUTY,4.6,184,21M,"10,000+",Free,0,Everyone,Beauty,4.1 and up
Free Dating App & Flirt Chat - Cheers,DATING,4.4,667,27M,"10,000+",Free,0,Mature 17+,Dating,4.1 and up
"Herpes Dating: 1,000K+ Singles",DATING,4,738,27M,"10,000+",Free,0,Mature 17+,Dating,4.1 and up
Interracial Match Dating App,DATING,3.6,143,27M,"10,000+",Free,0,Mature 17+,Dating,4.1 and up
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27M,"10,000+",Free,0,Mature 17+,Dating,4.1 and up
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27M,"10,000+",Free,0,Mature 17+,Dating,4.1 and up
Herpes Positive Singles Dating,DATING,4.4,198,28M,"10,000+",Free,0,Mature 17+,Dating,4.1 and up
I Creative Idea,ART_AND_DESIGN,4.7,353,4.2M,"10,000+",Free,0,Teen,Art & Design,4.1 and up
Sumine side dish - dish recipe side dish,FOOD_AND_DRINK,NaN,82,4.9M,"10,000+",Free,0,Everyone,Food & Drink,4.1 and up
DIY On A Budget,HOUSE_AND_HOME,4.7,114,8.3M,"10,000+",Free,0,Teen,House & Home,4.1 and up
Latin Dating,DATING,NaN,0,13M,10+,Free,0,Mature 17+,Dating,4.1 and up
Pet Lovers Dating,DATING,NaN,0,14M,10+,Free,0,Mature 17+,Dating,4.1 and up
Hungry Shark Evolution,GAME,4.5,6074334,100M,"100,000,000+",Free,0,Teen,Arcade,4.1 and up
Flow Free,GAME,4.3,1295557,11M,"100,000,000+",Free,0,Everyone,Puzzle,4.1 and up
Flow Free,GAME,4.3,1295606,11M,"100,000,000+",Free,0,Everyone,Puzzle,4.1 and up
Helix Jump,GAME,4.2,1497361,33M,"100,000,000+",Free,0,Everyone,Action,4.1 and up
Helix Jump,GAME,4.2,1498648,33M,"100,000,000+",Free,0,Everyone,Action,4.1 and up
Helix Jump,GAME,4.2,1499373,33M,"100,000,000+",Free,0,Everyone,Action,4.1 and up
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35M,"100,000,000+",Free,0,Everyone,Business,4.1 and up
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35M,"100,000,000+",Free,0,Everyone,Business,4.1 and up
Roll the Ball® - slide puzzle,GAME,4.5,1385093,35M,"100,000,000+",Free,0,Everyone,Puzzle,4.1 and up
PAC-MAN,GAME,4.2,685981,37M,"100,000,000+",Free,0,Everyone,Arcade,4.1 and up
Angry Birds Rio,GAME,4.4,2610526,46M,"100,000,000+",Free,0,Everyone,Arcade,4.1 and up
Angry Birds Rio,GAME,4.4,2610622,46M,"100,000,000+",Free,0,Everyone,Arcade,4.1 and up
Cut the Rope FULL FREE,GAME,4.4,2123381,49M,"100,000,000+",Free,0,Everyone,Puzzle,4.1 and up
Talking Angela,ENTERTAINMENT,3.7,1828284,52M,"100,000,000+",Free,0,Everyone,Entertainment,4.1 and up
Traffic Racer,GAME,4.5,5387639,53M,"100,000,000+",Free,0,Everyone,Racing,4.1 and up
Talking Ben the Dog,ENTERTAINMENT,4.3,1633682,57M,"100,000,000+",Free,0,Everyone,Entertainment,4.1 and up
ROBLOX,GAME,4.5,4447388,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure,4.1 and up
Candy Crush Soda Saga,GAME,4.4,6198563,67M,"100,000,000+",Free,0,Everyone,Casual,4.1 and up
ROBLOX,GAME,4.5,4447346,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure,4.1 and up
Candy Crush Soda Saga,GAME,4.4,6198880,67M,"100,000,000+",Free,0,Everyone,Casual,4.1 and up
ROBLOX,GAME,4.5,4448791,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure,4.1 and up
Plants vs. Zombies FREE,GAME,4.4,4066989,69M,"100,000,000+",Free,0,Everyone 10+,Strategy,4.1 and up
Plants vs. Zombies FREE,GAME,4.4,4066980,69M,"100,000,000+",Free,0,Everyone 10+,Strategy,4.1 and up
Sonic Dash,GAME,4.5,3778921,75M,"100,000,000+",Free,0,Everyone,Arcade,4.1 and up
Talking Tom Gold Run,GAME,4.6,2698348,78M,"100,000,000+",Free,0,Everyone,Action,4.1 and up
Trivia Crack,GAME,4.5,6427773,95M,"100,000,000+",Free,0,Everyone,Trivia,4.1 and up
Clash Royale,GAME,4.6,23133508,97M,"100,000,000+",Free,0,Everyone 10+,Strategy,4.1 and up
Angry Birds Classic,GAME,4.4,5566669,97M,"100,000,000+",Free,0,Everyone,Arcade,4.1 and up
Clash Royale,GAME,4.6,23134775,97M,"100,000,000+",Free,0,Everyone 10+,Strategy,4.1 and up
Angry Birds Classic,GAME,4.4,5566805,97M,"100,000,000+",Free,0,Everyone,Arcade,4.1 and up
Clash of Clans,GAME,4.6,44891723,98M,"100,000,000+",Free,0,Everyone 10+,Strategy,4.1 and up
Clash of Clans,GAME,4.6,44891723,98M,"100,000,000+",Free,0,Everyone 10+,Strategy,4.1 and up
My Talking Angela,GAME,4.5,9881829,99M,"100,000,000+",Free,0,Everyone,Casual,4.1 and up
My Talking Angela,GAME,4.5,9881908,99M,"100,000,000+",Free,0,Everyone,Casual,4.1 and up
Paint Splash!,ART_AND_DESIGN,3.8,2206,1.2M,"100,000+",Free,0,Everyone,Art & Design;Creativity,4.1 and up
Easy Origami Ideas,ART_AND_DESIGN,4.2,1015,11M,"100,000+",Free,0,Everyone,Art & Design,4.1 and up
TOEFL Prep & Practice from Magoosh,EDUCATION,4.5,756,12M,"100,000+",Free,0,Everyone,Education,4.1 and up
Harkins Theatres,ENTERTAINMENT,4.3,1511,12M,"100,000+",Free,0,Everyone,Entertainment,4.1 and up
Logo Maker - Small Business,ART_AND_DESIGN,4,450,14M,"100,000+",Free,0,Everyone,Art & Design,4.1 and up
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894,14M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15M,"100,000+",Free,0,Everyone,Health & Fitness,4.1 and up
21-Day Meditation Experience,HEALTH_AND_FITNESS,4.4,11506,15M,"100,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17M,"100,000+",Free,0,Everyone,Communication,4.1 and up
Best Car Wallpapers,AUTO_AND_VEHICLES,4.5,994,2.9M,"100,000+",Free,0,Everyone,Auto & Vehicles,4.1 and up
Digit Save Money Automatically,FINANCE,4.5,8188,22M,"100,000+",Free,0,Everyone,Finance,4.1 and up
Digit Save Money Automatically,FINANCE,4.5,8188,22M,"100,000+",Free,0,Everyone,Finance,4.1 and up
Recipe Keeper,FOOD_AND_DRINK,4.4,1962,22M,"100,000+",Free,0,Everyone,Food & Drink,4.1 and up
ViettelPost express delivery,BUSINESS,4.4,1225,25M,"100,000+",Free,0,Everyone,Business,4.1 and up
Install images with music to make video without Net - 2018,ART_AND_DESIGN,4.6,1070,26M,"100,000+",Free,0,Everyone,Art & Design,4.1 and up
Millionaire Match: Rich Singles Dating App,DATING,3.9,852,27M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
Millionaire Match: Rich Singles Dating App,DATING,3.9,853,27M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
Black White Interracial Dating - Interracial Match,DATING,4.1,535,28M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
Black White Interracial Dating - Interracial Match,DATING,4.1,537,28M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
Listen and learn English in seven days,EDUCATION,4.3,1516,3.9M,"100,000+",Free,0,Everyone,Education,4.1 and up
Offroad Oil Tanker Driver Transport Truck 2019,AUTO_AND_VEHICLES,4.3,542,33M,"100,000+",Free,0,Everyone,Auto & Vehicles,4.1 and up
American Muscle Car Race,AUTO_AND_VEHICLES,3.9,129,35M,"100,000+",Free,0,Everyone,Auto & Vehicles,4.1 and up
JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,4.2,5152,38M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
Free Panda Radio Music,BOOKS_AND_REFERENCE,4.5,418,4.2M,"100,000+",Free,0,Everyone,Books & Reference,4.1 and up
Faustop Sounds,COMICS,4.7,1677,40M,"100,000+",Free,0,Everyone,Comics,4.1 and up
Relaxing Sounds,HEALTH_AND_FITNESS,4.6,4642,40M,"100,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Dairy Queen,FOOD_AND_DRINK,3.7,731,43M,"100,000+",Free,0,Everyone,Food & Drink,4.1 and up
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,44M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
Walking for Weight Loss - Walk Tracker,HEALTH_AND_FITNESS,4.5,644,5.5M,"100,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Sugar Daddy Dating App,DATING,2.5,277,5.7M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
Meme Generator,ENTERTAINMENT,4.6,3771,53M,"100,000+",Paid,$2.99,Mature 17+,Entertainment,4.1 and up
Extreme Rally Championship,AUTO_AND_VEHICLES,4.2,129,54M,"100,000+",Free,0,Everyone,Auto & Vehicles,4.1 and up
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2560,56M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
Ultimate F1 Racing Championship,AUTO_AND_VEHICLES,3.8,284,57M,"100,000+",Free,0,Everyone,Auto & Vehicles,4.1 and up
Quake & Volcanoes: 3D Globe of Volcanic Eruptions,EVENTS,4.4,663,6.0M,"100,000+",Free,0,Everyone,Events,4.1 and up
Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1M,"100,000+",Free,0,Everyone,Comics,4.1 and up
Abs Training-Burn belly fat,HEALTH_AND_FITNESS,4.7,2071,6.9M,"100,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Mcqueen Coloring pages,ART_AND_DESIGN,NaN,61,7.0M,"100,000+",Free,0,Everyone,Art & Design;Action & Adventure,4.1 and up
Six Packs for Man–Body Building with No Equipment,HEALTH_AND_FITNESS,4.6,2880,7.1M,"100,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Skin Care and Natural Beauty,BEAUTY,NaN,654,7.4M,"100,000+",Free,0,Teen,Beauty,4.1 and up
SMS Park,AUTO_AND_VEHICLES,4.5,3617,7.9M,"100,000+",Free,0,Everyone,Auto & Vehicles,4.1 and up
Little Teddy Bear Colouring Book Game,ART_AND_DESIGN,4.2,85,8.0M,"100,000+",Free,0,Everyone,Art & Design,4.1 and up
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5M,"100,000+",Free,0,Everyone,Business,4.1 and up
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5M,"100,000+",Free,0,Everyone,Business,4.1 and up
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6M,"100,000+",Free,0,Everyone,Business,4.1 and up
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6M,"100,000+",Free,0,Everyone,Business,4.1 and up
"Police Lights, Sirens & Follow Me",AUTO_AND_VEHICLES,4.5,737,8.9M,"100,000+",Free,0,Everyone,Auto & Vehicles,4.1 and up
Happy Birthday Songs Offline,EVENTS,4.4,464,8.9M,"100,000+",Free,0,Everyone,Events,4.1 and up
Picktrainer: India's largest photo contest app,EVENTS,4.5,1065,9.0M,"100,000+",Free,0,Everyone,Events,4.1 and up
How to draw Ladybug and Cat Noir,ART_AND_DESIGN,3.8,564,9.2M,"100,000+",Free,0,Everyone,Art & Design,4.1 and up
Fat Burning Workout - Home Weight lose,HEALTH_AND_FITNESS,4.5,706,9.4M,"100,000+",Free,0,Everyone,Health & Fitness,4.1 and up
"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084,9.6M,"100,000+",Free,0,Mature 17+,Dating,4.1 and up
Animal Planet GO,ENTERTAINMENT,4.2,2442,9.6M,"100,000+",Free,0,Teen,Entertainment,4.1 and up
Natural recipes for your beauty,BEAUTY,4.7,1150,9.8M,"100,000+",Free,0,Everyone,Beauty,4.1 and up
Yoga Studio: Mind & Body,HEALTH_AND_FITNESS,4.3,5499,94M,"100,000+",Free,0,Everyone,Health & Fitness,4.1 and up
AAS-IN-ASIA 2018,EVENTS,NaN,3,11M,100+,Free,0,Everyone,Events,4.1 and up
Toronto Dating,DATING,NaN,0,14M,100+,Free,0,Mature 17+,Dating,4.1 and up
Speeding Joyride & Car Meet App,DATING,5,3,25M,100+,Free,0,Mature 17+,Dating,4.1 and up
TCF National Conference,EVENTS,NaN,1,34M,100+,Free,0,Everyone,Events,4.1 and up
Call Control - Call Blocker,COMMUNICATION,4.4,93825,11M,"5,000,000+",Free,0,Everyone,Communication,4.1 and up
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11M,"5,000,000+",Free,0,Mature 17+,Dating,4.1 and up
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11M,"5,000,000+",Free,0,Mature 17+,Dating,4.1 and up
Chef - Recipes & Cooking,FOOD_AND_DRINK,4.1,32405,12M,"5,000,000+",Free,0,Everyone,Food & Drink,4.1 and up
Learn English Words Free,EDUCATION,4.6,172640,14M,"5,000,000+",Free,0,Everyone,Education,4.1 and up
Call Free – Free Call,COMMUNICATION,4.3,30209,15M,"5,000,000+",Free,0,Everyone,Communication,4.1 and up
Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17M,"5,000,000+",Free,0,Everyone,Communication,4.1 and up
The NBC App - Watch Live TV and Full Episodes,ENTERTAINMENT,4.1,58028,17M,"5,000,000+",Free,0,Teen,Entertainment,4.1 and up
TheFork - Restaurants booking and special offers,FOOD_AND_DRINK,4.3,37517,17M,"5,000,000+",Free,0,Everyone,Food & Drink,4.1 and up
Girly Lock Screen Wallpaper with Quotes,ENTERTAINMENT,4.2,32458,18M,"5,000,000+",Free,0,Everyone,Entertainment,4.1 and up
Khan Academy,EDUCATION,4.6,85375,21M,"5,000,000+",Free,0,Everyone,Education,4.1 and up
Khan Academy,EDUCATION,4.6,85375,21M,"5,000,000+",Free,0,Everyone,Education,4.1 and up
Khan Academy,EDUCATION,4.6,85375,21M,"5,000,000+",Free,0,Everyone,Education,4.1 and up
Read books online,BOOKS_AND_REFERENCE,4.1,91615,23M,"5,000,000+",Free,0,Mature 17+,Books & Reference,4.1 and up
"Technutri - calorie counter, diet and carb tracker",HEALTH_AND_FITNESS,4.4,70416,23M,"5,000,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Color by Number – New Coloring Book,GAME,4.7,141529,24M,"5,000,000+",Free,0,Everyone 10+,Board,4.1 and up
DaBang - Rental Homes in Korea,HOUSE_AND_HOME,4.4,23013,26M,"5,000,000+",Free,0,Everyone,House & Home,4.1 and up
English with Lingualeo,EDUCATION,4.7,254519,27M,"5,000,000+",Free,0,Everyone,Education,4.1 and up
Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298,29M,"5,000,000+",Free,0,Everyone,Lifestyle,4.1 and up
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,31M,"5,000,000+",Free,0,Everyone,Health & Fitness,4.1 and up
"Fabulous: Motivate Me! Meditate, Relax, Sleep",HEALTH_AND_FITNESS,4.6,205299,31M,"5,000,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Dollhouse Decorating Games,LIFESTYLE,4.1,18968,32M,"5,000,000+",Free,0,Teen,Lifestyle,4.1 and up
The Cube,GAME,4.2,70226,38M,"5,000,000+",Free,0,Everyone,Arcade,4.1 and up
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84309,41M,"5,000,000+",Free,0,Everyone,Education,4.1 and up
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84311,41M,"5,000,000+",Free,0,Everyone,Education,4.1 and up
eharmony - Online Dating App,DATING,3.1,31320,53M,"5,000,000+",Free,0,Mature 17+,Dating,4.1 and up
Polaris Office for LG,BUSINESS,4.2,30847,55M,"5,000,000+",Free,0,Everyone,Business,4.1 and up
Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270267,58M,"5,000,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270294,58M,"5,000,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Weight Watchers Mobile,HEALTH_AND_FITNESS,4.2,270294,58M,"5,000,000+",Free,0,Everyone,Health & Fitness,4.1 and up
Free english course,EDUCATION,4.7,142632,6.9M,"5,000,000+",Free,0,Everyone,Education,4.1 and up
Discover Mobile,FINANCE,4.6,87951,68M,"5,000,000+",Free,0,Everyone,Finance,4.1 and up
"iPair-Meet, Chat, Dating",DATING,4.5,182986,77M,"5,000,000+",Free,0,Mature 17+,Dating,4.1 and up
"iPair-Meet, Chat, Dating",DATING,4.5,182986,77M,"5,000,000+",Free,0,Mature 17+,Dating,4.1 and up
SCB EASY,FINANCE,4.2,112656,93M,"5,000,000+",Free,0,Everyone,Finance,4.1 and up
mobLee Events,EVENTS,NaN,11,11M,"5,000+",Free,0,Everyone,Events,4.1 and up
Live Chat - Free Video Talk,DATING,4.7,14,21M,"5,000+",Free,0,Mature 17+,Dating,4.1 and up
Amazon Prime Video,ENTERTAINMENT,4.2,411683,24M,"50,000,000+",Free,0,Teen,Entertainment,4.1 and up
Hello Kitty Nail Salon,GAME,4.2,369203,24M,"50,000,000+",Free,0,Everyone,Casual;Pretend Play,4.1 and up
Castle Clash: Heroes of the Empire US,GAME,4.6,4578476,24M,"50,000,000+",Free,0,Everyone 10+,Strategy,4.1 and up
PlayStation App,ENTERTAINMENT,4.2,613059,25M,"50,000,000+",Free,0,Everyone,Entertainment,4.1 and up
Snake VS Block,GAME,4.2,422244,32M,"50,000,000+",Free,0,Teen,Arcade,4.1 and up
Love Balls,GAME,4.2,360630,40M,"50,000,000+",Free,0,Everyone,Puzzle,4.1 and up
Talking Ginger 2,ENTERTAINMENT,4.2,702975,49M,"50,000,000+",Free,0,Everyone,Entertainment,4.1 and up
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11M,"50,000+",Free,0,Mature 17+,Comics,4.1 and up
Popeyes® App,FOOD_AND_DRINK,3.7,61,11M,"50,000+",Free,0,Everyone,Food & Drink,4.1 and up
SarashpazPapion (Cooking with Chef Bowls),FOOD_AND_DRINK,4.8,1250,13M,"50,000+",Free,0,Everyone,Food & Drink,4.1 and up
Zenefits,BUSINESS,4.2,296,14M,"50,000+",Free,0,Everyone,Business,4.1 and up
Zenefits,BUSINESS,4.2,296,14M,"50,000+",Free,0,Everyone,Business,4.1 and up
MangaToon - Comics updated Daily,COMICS,3.9,834,15M,"50,000+",Free,0,Mature 17+,Comics,4.1 and up
HD Mickey Minnie Wallpapers,ART_AND_DESIGN,4.7,118,23M,"50,000+",Free,0,Everyone,Art & Design,4.1 and up
